"feature","enrich_group","ef_lda","pvalue","padj","short_feature"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Subdoligranulum","Stool",0.00383671388846847,4.44740109629335e-35,4.44740109629335e-35,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillales_uncultured|g__Rhodospirillales_uncultured_uncultured","Stool",0.00381697641186781,0.000427544081009266,0.000427544081009266,"k__Bacteria|p__Proteobacteria|c__Alphapr"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron","Stool",0.00374667873946801,4.10108478020767e-22,4.10108478020767e-22,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales","Stool",0.00371148039907309,2.13302320886023e-27,2.13302320886023e-27,"k__Bacteria|p__Firmicutes|c__Negativicut"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_unclassified","Stool",0.00358835554328331,1.05638652036032e-34,1.05638652036032e-34,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae","Stool",0.00349770420756538,2.13302320886023e-27,2.13302320886023e-27,"k__Bacteria|p__Firmicutes|c__Negativicut"
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillales_uncultured|g__Rhodospirillales_uncultured_uncultured|s__Rhodospirillales_uncultured_uncultured_gut_metagenome","Stool",0.00339195718475923,2.47433248706408e-05,2.47433248706408e-05,"k__Bacteria|p__Proteobacteria|c__Alphapr"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_NK4A136_group","Stool",0.00327955450333114,2.91353041051095e-40,2.91353041051095e-40,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_unclassified","Stool",0.00315278163053463,4.10202296537247e-26,4.10202296537247e-26,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_unclassified","Stool",0.00301687961709852,4.8581214986058e-12,4.8581214986058e-12,"k__Bacteria|p__Verrucomicrobiota|c__Verr"
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_unclassified","Stool",0.00299872358268982,2.93827304452606e-17,2.93827304452606e-17,"k__Bacteria|p__Proteobacteria|c__Gammapr"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae","Stool",0.00290715509552779,1.75960257591123e-25,1.75960257591123e-25,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium","Stool",0.00287716914996158,4.10108478020767e-22,4.10108478020767e-22,"k__Bacteria|p__Firmicutes|c__Negativicut"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae","Stool",0.00268421349020621,1.9352165685376e-18,1.9352165685376e-18,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_NK4A136_group|s__Lachnospiraceae_NK4A136_group_unclassified","Stool",0.00261725541446121,2.23285490168689e-36,2.23285490168689e-36,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_vadinBB60_group","Stool",0.0025240733318203,8.51715742159124e-13,8.51715742159124e-13,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_faecium","Stool",0.00241733075557475,4.37174674733465e-18,4.37174674733465e-18,"k__Bacteria|p__Firmicutes|c__Negativicut"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__UCG-002|s__UCG-002_uncultured","Stool",0.00241322746909218,4.10198243541115e-26,4.10198243541115e-26,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae","Stool",0.00236364759250909,4.81279075746453e-30,4.81279075746453e-30,"k__Bacteria|p__Firmicutes|c__Bacilli|o__"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_vadinBB60_group|f__Clostridia_vadinBB60_group","Stool",0.00232646834190051,8.51715742159124e-13,8.51715742159124e-13,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella","Stool",0.0023189170792603,2.95042115748528e-13,2.95042115748528e-13,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_vadinBB60_group|f__Clostridia_vadinBB60_group|g__Clostridia_vadinBB60_group","Stool",0.00217873966826592,8.51715742159124e-13,8.51715742159124e-13,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia","Stool",0.00215482493354472,5.40368315361298e-33,5.40368315361298e-33,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales","Stool",0.00209520897294548,0.00130123795748148,0.00130123795748148,"k__Bacteria|p__Firmicutes|c__Bacilli|o__"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis","Stool",0.00206059625780951,1.08912730585691e-06,1.08912730585691e-06,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_vadinBB60_group|f__Clostridia_vadinBB60_group|g__Clostridia_vadinBB60_group|s__Clostridia_vadinBB60_group_uncultured","Stool",0.00203353462197586,3.32855800420027e-11,3.32855800420027e-11,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis","Stool",0.00193871449598484,6.20050797271e-09,6.20050797271e-09,"k__Bacteria|p__Proteobacteria|c__Gammapr"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae","Stool",0.0018996202364976,9.52159130998303e-05,9.52159130998303e-05,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola","Stool",0.00187084913489194,0.0120962729215346,0.0120962729215346,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__UCG-002|s__UCG-002_unclassified","Stool",0.00179817306640818,4.4917300465219e-27,4.4917300465219e-27,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae","Stool",0.00178451415500608,9.52159130998303e-05,9.52159130998303e-05,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii","Stool",0.00177473675128856,1.96970899879248e-26,1.96970899879248e-26,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales|f__Christensenellaceae|g__Christensenellaceae_R-7_group","Stool",0.00177406989295448,9.42345296693996e-27,9.42345296693996e-27,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae|s__Muribaculaceae_uncultured","Stool",0.00176433868880691,0.000254220085389732,0.000254220085389732,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii","Stool",0.00155358761915839,2.68221814164859e-13,2.68221814164859e-13,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_unclassified","Stool",0.00154276327331755,7.67661311556565e-33,7.67661311556565e-33,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified","Stool",0.00149186316467727,7.67661311556565e-33,7.67661311556565e-33,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_metagenome","Stool",0.00143408495461688,0.0350715046505819,0.0350715046505819,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__[Eubacterium]_coprostanoligenes_group|g__[Eubacterium]_coprostanoligenes_group","Stool",0.00140911657271711,2.67344318755736e-23,2.67344318755736e-23,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae","Stool",0.00140283689791914,4.37174674733465e-18,4.37174674733465e-18,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__[Eubacterium]_coprostanoligenes_group","Stool",0.00139842679133625,2.67344318755736e-23,2.67344318755736e-23,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii","Stool",0.00139785366188273,1.21222117667057e-20,1.21222117667057e-20,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__[Ruminococcus]_gnavus_group|s__[Ruminococcus]_gnavus_group_unclassified","Stool",0.00139430389779833,5.67203886849027e-08,5.67203886849027e-08,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis","Stool",0.00136613869989987,5.70843111060666e-12,5.70843111060666e-12,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella","Stool",0.00133665896102154,2.76031098622713e-07,2.76031098622713e-07,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus","Stool",0.00131645309977826,1.56827098829365e-14,1.56827098829365e-14,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__[Ruminococcus]_gnavus_group","Stool",0.0013137573848172,5.67203886849027e-08,5.67203886849027e-08,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__[Ruminococcus]_torques_group","Stool",0.00125973224040693,2.55405643293528e-24,2.55405643293528e-24,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales|f__Christensenellaceae|g__Christensenellaceae_R-7_group|s__Christensenellaceae_R-7_group_unclassified","Stool",0.00118445251609569,3.29772741629792e-19,3.29772741629792e-19,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_uncultured","Stool",0.0011750973405772,6.19567484399022e-06,6.19567484399022e-06,"k__Bacteria|p__Proteobacteria|c__Gammapr"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_uncultured","Stool",0.00116219410780854,1.30258466085977e-07,1.30258466085977e-07,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__[Ruminococcus]_torques_group|s__[Ruminococcus]_torques_group_unclassified","Stool",0.00112580875475406,5.06709694556719e-20,5.06709694556719e-20,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis","Stool",0.00112308728742087,8.25795173742955e-14,8.25795173742955e-14,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii","Stool",0.00112268709903825,9.632435198957e-08,9.632435198957e-08,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus","Stool",0.00111388402589124,1.12250268227239e-16,1.12250268227239e-16,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_uncultured","Stool",0.0011109409868437,1.30695915228469e-09,1.30695915228469e-09,"k__Bacteria|p__Proteobacteria|c__Gammapr"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus","Stool",0.00107468734152135,0.00389474625535453,0.00389474625535453,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__RF39|g__RF39|s__RF39_unclassified","Stool",0.0010699459784027,2.21271394658005e-06,2.21271394658005e-06,"k__Bacteria|p__Firmicutes|c__Bacilli|o__"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae","Stool",0.00102453689745673,1.39311299699015e-30,1.39311299699015e-30,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Odoribacter","Stool",0.0010067838703708,1.28962666280747e-25,1.28962666280747e-25,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Desulfobacterota","Stool",0.000990085040958865,6.19567484399022e-06,6.19567484399022e-06,"k__Bacteria|p__Desulfobacterota"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__UCG-003","Stool",0.000965187357500981,2.13302320886023e-27,2.13302320886023e-27,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcaceae_uncultured","Stool",0.000963525057571469,3.66447726925267e-24,3.66447726925267e-24,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales","Stool",0.000951447524325873,4.75629589695991e-28,4.75629589695991e-28,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__[Eubacterium]_eligens_group","Stool",0.000948241086599674,7.16644417792854e-16,7.16644417792854e-16,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia","Stool",0.000945090236326314,3.47017396592343e-27,3.47017396592343e-27,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_unclassified","Stool",0.000938980627735055,1.53926188100866e-26,1.53926188100866e-26,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__UCG-005","Stool",0.00092607004477122,1.56183095625741e-17,1.56183095625741e-17,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii","Stool",0.000914986440584062,0.000187828195210714,0.000187828195210714,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__[Eubacterium]_eligens_group|s__[Eubacterium]_eligens_group_unclassified","Stool",0.000904100018919076,3.56923959525533e-16,3.56923959525533e-16,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales|f__Christensenellaceae","Stool",0.000891709196820462,4.75629589695991e-28,4.75629589695991e-28,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira","Stool",0.00087306739268615,4.00563621159396e-23,4.00563621159396e-23,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__UCG-003|s__UCG-003_unclassified","Stool",0.00087187554269991,2.56864641181162e-23,2.56864641181162e-23,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__CAG-352","Stool",0.000868330568081461,4.76613376315364e-05,4.76613376315364e-05,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcaceae_uncultured|s__Ruminococcaceae_uncultured_gut_metagenome","Stool",0.000855399445498707,3.86053979192881e-07,3.86053979192881e-07,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Bacteroidales_unclassified|s__Bacteroidales_unclassified","Stool",0.000840732111186761,2.3624334841083e-20,2.3624334841083e-20,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__[Eubacterium]_coprostanoligenes_group|g__[Eubacterium]_coprostanoligenes_group|s__[Eubacterium]_coprostanoligenes_group_human_gut","Stool",0.000839892349733594,1.14283613223321e-08,1.14283613223321e-08,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Bacteroidales_unclassified","Stool",0.000830760118589323,2.3624334841083e-20,2.3624334841083e-20,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Succiniclasticum","Stool",0.000828259457819824,0.0074462801337841,0.0074462801337841,"k__Bacteria|p__Firmicutes|c__Negativicut"
"k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila","Stool",0.000828047961380858,1.84206554174857e-06,1.84206554174857e-06,"k__Bacteria|p__Verrucomicrobiota|c__Verr"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_unclassified","Stool",0.000810813039106941,1.52437757314598e-17,1.52437757314598e-17,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus","Stool",0.000810754726419969,0.000985271016595472,0.000985271016595472,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Verrucomicrobiota|c__Lentisphaeria|o__Victivallales","Stool",0.000807942240505327,2.86792583217332e-05,2.86792583217332e-05,"k__Bacteria|p__Verrucomicrobiota|c__Lent"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_metagenome","Stool",0.000782207689920308,0.000985271016595472,0.000985271016595472,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_uncultured","Stool",0.000777939601868361,1.06744148567327e-06,1.06744148567327e-06,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_uncultured","Stool",0.000774414594538815,1.56183095625741e-17,1.56183095625741e-17,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_unclassified","Stool",0.000773554088209786,3.70581170299556e-06,3.70581170299556e-06,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_unclassified","Stool",0.000764314599954644,2.65642312048634e-21,2.65642312048634e-21,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__[Eubacterium]_siraeum_group","Stool",0.000764173692002127,2.51375276163187e-14,2.51375276163187e-14,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__UCG-010|g__UCG-010","Stool",0.000712752932071281,1.53760812578304e-12,1.53760812578304e-12,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Prevotellaceae_bacterium","Stool",0.000680983728790147,0.012415227654502,0.012415227654502,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterellaceae_bacterium","Stool",0.00068087299933317,0.012415227654502,0.012415227654502,"k__Bacteria|p__Proteobacteria|c__Gammapr"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__CAG-352|s__CAG-352_uncultured","Stool",0.000674921633036408,0.000985271016595472,0.000985271016595472,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Oscillibacter","Stool",0.000674788677458667,8.12772012782358e-22,8.12772012782358e-22,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Verrucomicrobiota|c__Lentisphaeria","Stool",0.00065538895600787,2.86792583217332e-05,2.86792583217332e-05,"k__Bacteria|p__Verrucomicrobiota|c__Lent"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified","Stool",0.000644820397195491,2.3624334841083e-20,2.3624334841083e-20,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__UCG-010","Stool",0.000634799884793194,1.53760812578304e-12,1.53760812578304e-12,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_unclassified","Stool",0.000632112812335936,3.33267587862669e-08,3.33267587862669e-08,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__[Ruminococcus]_torques_group|s__[Ruminococcus]_torques_group_metagenome","Stool",0.000619920761975433,0.0350715046505819,0.0350715046505819,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus","Stool",0.00061823166897817,1.63230912342779e-07,1.63230912342779e-07,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__UCG-002|s__UCG-002_gut_metagenome","Stool",0.000615738258512832,2.67410915229653e-11,2.67410915229653e-11,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_unclassified","Stool",0.000601626678268898,8.22790741840788e-11,8.22790741840788e-11,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_uncultured","Stool",0.000597773768752931,1.53760812578304e-12,1.53760812578304e-12,"k__Bacteria|p__Firmicutes|c__Clostridia|"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__bacterium_NLAE-zl-H431","Stool",0.000596921402369701,2.76031098622713e-07,2.76031098622713e-07,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
"k__Bacteria|p__Verrucomicrobiota|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__Victivallis","Stool",0.000596782698649531,0.000131177735920009,0.000131177735920009,"k__Bacteria|p__Verrucomicrobiota|c__Lent"
"k__Bacteria|p__Verrucomicrobiota|c__Lentisphaeria|o__Victivallales|f__Victivallaceae","Stool",0.000595167994911142,0.000131177735920009,0.000131177735920009,"k__Bacteria|p__Verrucomicrobiota|c__Lent"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_metagenome","Stool",0.000593631165872017,0.0350715046505819,0.0350715046505819,"k__Bacteria|p__Bacteroidota|c__Bacteroid"
